Id,age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,number_of_previous_late_payments_up_to_59_days,number_of_previous_late_payments_up_to_89_days,number_of_previous_late_payments_90_days_or_more,defaulted_on_loan
288,58.0,0.0,2666.0,11.0,0.0,0.17622797199999998,0.157660827,0.0,0.0,0.0,0
289,87.0,0.0,,4.0,0.0,0.00509898,"0,027620018",0.0,0.0,0.0,0
290,61.0,0.0,23916.0,,2.0,0.264456245,0.735783902,0.0,0.0,0.0,0
291,44.0,4.0,3678.0,6.0,2.0,0.8779559659999999,0.973253343,1.0,0.0,1.0,0
292,27.0,0.0,3750.0,9.0,0.0,0.148493735,0.43804956,4.0,0.0,0.0,0
293,63.0,0.0,4419.0,17.0,3.0,0.633710407,0.091521022,0.0,0.0,0.0,0
294,57.0,0.0,2660.0,5.0,1.0,0.606163097,1.06993007,0.0,0.0,0.0,0
295,51.0,0.0,7123.0,12.0,1.0,0.295480067,0.088809584,0.0,0.0,0.0,0
296,40.0,1.0,3150.0,14.0,1.0,0.559504919,,0.0,1.0,0.0,0
297,,0.0,7573.0,5.0,0.0,0.083311328,0.024273557999999997,0.0,,0.0,0
298,64.0,,16000.0,13.0,1.0,0.090119368,0.019959743999999998,0.0,0.0,0.0,0
299,43.0,3.0,14000.0,10.0,2.0,0.521534176,0.32733668,0.0,0.0,0.0,1
300,87.0,0.0,4757.0,13.0,1.0,,0.5725511329999999,0.0,0.0,,0
301,45.0,2.0,4000.0,12.0,1.0,0.509122719,,2.0,0.0,0.0,0
302,49.0,1.0,11000.0,11.0,2.0,0.361694391,"0,125061925",0.0,0.0,0.0,0
303,,0.0,5143.0,10.0,1.0,0.135303266,0.017346258,2.0,1.0,0.0,0
304,58.0,0.0,3333.0,13.0,0.0,,0.07122318400000001,0.0,0.0,0.0,0
305,,0.0,4980.0,7.0,1.0,0.25276049,0.167393689,0.0,0.0,0.0,0
306,59.0,0.0,9100.0,9.0,1.0,0.22470058199999998,0.042276542,0.0,0.0,0.0,0
307,59.0,0.0,0.0,7.0,0.0,332.0,0.001157662,0.0,,0.0,0
308,54.0,1.0,8500.0,2.0,0.0,0.012939653999999998,"0,571685663",0.0,0.0,0.0,0
309,37.0,2.0,8203.0,7.0,2.0,0.613237445,0.9999998999999999,2.0,1.0,0.0,0
310,81.0,0.0,2500.0,9.0,0.0,0.17712914800000001,0.153915003,0.0,0.0,1.0,0
311,54.0,2.0,8750.0,12.0,2.0,0.40543937799999996,0.075510353,0.0,0.0,0.0,0
312,51.0,3.0,6620.0,,9.0,1.2646125959999999,0.407310995,0.0,,0.0,1
313,50.0,0.0,8904.0,10.0,4.0,1.077709152,0.281383047,1.0,0.0,0.0,1
314,47.0,2.0,0.0,1.0,0.0,56.0,0.09374531300000001,0.0,0.0,0.0,0
315,52.0,1.0,3483.0,7.0,2.0,0.330080367,0.074657325,0.0,0.0,0.0,0
316,62.0,0.0,3701.0,10.0,0.0,0.193679092,0.347069343,0.0,0.0,0.0,0
317,31.0,,4750.0,11.0,1.0,,0.31243008699999997,0.0,0.0,,0
318,27.0,0.0,1300.0,8.0,0.0,0.328977709,,0.0,0.0,0.0,0
319,69.0,0.0,4500.0,1.0,0.0,0.0042212840000000005,0.06649335099999999,0.0,,0.0,0
320,44.0,2.0,17500.0,7.0,,0.30718244699999997,1.0289383840000002,5.0,4.0,2.0,1
321,61.0,0.0,4500.0,13.0,0.0,0.338591424,0.942649683,0.0,0.0,4.0,1
322,,0.0,,11.0,3.0,0.494120915,0.088798926,0.0,0.0,0.0,0
323,75.0,0.0,6351.0,4.0,0.0,,"0,042002852",0.0,0.0,0.0,0
324,65.0,0.0,4583.0,10.0,1.0,0.545375218,0.950874132,0.0,0.0,0.0,0
325,85.0,1.0,,16.0,0.0,0.18104817399999998,0.402752981,0.0,0.0,0.0,0
326,41.0,0.0,2666.0,7.0,0.0,0.20959879999999997,,0.0,0.0,0.0,0
327,41.0,0.0,8000.0,,1.0,0.209973753,0.019088123999999998,0.0,0.0,0.0,0
328,46.0,0.0,5000.0,4.0,1.0,0.343731254,0.094212083,0.0,0.0,0.0,0
329,36.0,1.0,6292.0,13.0,1.0,,0.30751603,0.0,0.0,0.0,0
330,63.0,1.0,8480.0,16.0,1.0,0.25704516,0.613756614,1.0,0.0,0.0,0
331,37.0,2.0,6734.0,11.0,2.0,0.344469191,0.16934950899999998,0.0,0.0,0.0,0
332,76.0,0.0,3621.0,2.0,0.0,0.0,0.0,0.0,,0.0,0
333,61.0,0.0,2000.0,7.0,1.0,0.20389805100000002,"0,063162606",0.0,0.0,0.0,0
334,58.0,0.0,4901.0,6.0,0.0,0.062627499,0.024277106,0.0,0.0,,0
335,49.0,,5000.0,20.0,0.0,,0.316557167,0.0,0.0,0.0,0
336,63.0,1.0,8700.0,21.0,5.0,0.61717044,,0.0,0.0,0.0,0
337,36.0,1.0,7916.0,12.0,2.0,0.44764431,0.018867331,0.0,0.0,0.0,0
338,57.0,1.0,8800.0,23.0,3.0,0.459152369,0.158393802,1.0,0.0,0.0,0
339,62.0,0.0,2449.0,6.0,1.0,0.6028571429999999,0.9149912,0.0,0.0,0.0,0
340,70.0,1.0,6299.0,11.0,1.0,,0.24179823600000003,0.0,0.0,0.0,0
341,51.0,3.0,6400.0,,1.0,0.445867833,0.621369181,0.0,0.0,0.0,0
342,59.0,0.0,3132.0,5.0,1.0,0.386849665,0.9999998999999999,4.0,0.0,1.0,0
343,29.0,0.0,1250.0,3.0,0.0,0.481215028,"0,9999998999999999",0.0,0.0,2.0,1
344,40.0,2.0,5611.0,11.0,2.0,0.552031361,0.32721637800000003,0.0,0.0,0.0,0
345,52.0,0.0,9606.0,7.0,1.0,0.18632247300000002,0.27636788100000004,0.0,0.0,0.0,0
346,46.0,1.0,2750.0,4.0,0.0,0.13376953800000002,"0,006070296",0.0,0.0,0.0,0
347,62.0,0.0,6086.0,8.0,0.0,0.18909150600000002,0.78630619,0.0,0.0,0.0,0
348,44.0,3.0,5417.0,17.0,2.0,0.6423034329999999,0.088085404,1.0,0.0,0.0,0
349,,0.0,4100.0,8.0,0.0,0.142648135,,,,0.0,0
350,64.0,0.0,4100.0,1.0,0.0,0.0,0.000624984,0.0,0.0,0.0,0
351,49.0,3.0,16233.0,7.0,1.0,0.154613774,1.008907471,0.0,0.0,0.0,0
352,63.0,0.0,6300.0,8.0,1.0,0.21250595100000003,"0,022623311",0.0,0.0,0.0,0
353,36.0,1.0,2666.0,8.0,0.0,0.294713161,0.206511046,1.0,0.0,0.0,1
354,53.0,0.0,3900.0,6.0,1.0,0.263522174,0.46171281299999994,0.0,0.0,0.0,0
355,45.0,0.0,5000.0,13.0,1.0,0.878824235,0.033150825,0.0,0.0,,0
356,,1.0,4500.0,11.0,0.0,0.019551211000000002,0.049369107,1.0,0.0,0.0,0
357,61.0,0.0,9100.0,22.0,2.0,0.594110537,"0,139291603",1.0,0.0,0.0,0
358,41.0,0.0,11069.0,6.0,2.0,0.281120145,0.109295583,0.0,0.0,0.0,0
359,74.0,0.0,8000.0,8.0,2.0,,0.065211721,0.0,0.0,0.0,0
360,49.0,0.0,4333.0,5.0,0.0,0.151592063,0.001022669,0.0,0.0,0.0,0
361,,0.0,1568.0,3.0,0.0,0.308476737,0.701064947,0.0,1.0,0.0,0
362,66.0,0.0,6580.0,,2.0,0.367421365,0.17887138,0.0,0.0,0.0,0
363,,0.0,20000.0,10.0,1.0,0.21538923100000001,0.309640605,1.0,0.0,0.0,1
364,57.0,2.0,3000.0,4.0,0.0,0.165278241,0.000212721,0.0,0.0,0.0,0
365,49.0,1.0,2800.0,9.0,2.0,1.399857194,"0,037820533999999996",,0.0,0.0,0
366,,1.0,4000.0,3.0,1.0,0.36340914799999996,1.013986014,1.0,0.0,2.0,0
367,49.0,0.0,2950.0,12.0,1.0,0.507285666,0.326169825,0.0,0.0,1.0,0
368,38.0,0.0,2000.0,,0.0,0.22488755600000002,0.924442222,0.0,0.0,0.0,0
369,36.0,3.0,2200.0,7.0,0.0,0.304407088,0.5020883429999999,1.0,0.0,0.0,0
370,43.0,3.0,2487.0,1.0,0.0,0.190916399,0.9999998999999999,1.0,,0.0,0
371,66.0,1.0,11116.0,11.0,2.0,,0.07150582400000001,0.0,0.0,0.0,0
372,48.0,1.0,10000.0,9.0,1.0,0.246075392,0.2561478,0.0,0.0,0.0,0
373,44.0,0.0,1000.0,5.0,1.0,0.897102897,0.020805188,,0.0,0.0,0
374,58.0,0.0,2800.0,12.0,2.0,0.732238486,0.268105073,0.0,0.0,0.0,0
375,48.0,2.0,,14.0,3.0,0.349842135,0.073834257,0.0,0.0,0.0,0
376,,,3200.0,,1.0,,0.017425429,1.0,0.0,0.0,0
377,80.0,0.0,2206.0,6.0,1.0,0.541458994,0.0046606220000000005,,0.0,0.0,0
378,47.0,0.0,2500.0,12.0,1.0,0.56017593,0.698156777,0.0,,0.0,0
379,37.0,2.0,2200.0,3.0,0.0,0.20490686100000002,0.9999998999999999,0.0,,0.0,0
380,50.0,5.0,3400.0,9.0,1.0,0.525139665,0.020071268,1.0,,0.0,0
381,55.0,1.0,1600.0,6.0,0.0,0.434728295,0.176762487,,,0.0,0
382,70.0,0.0,8100.0,20.0,2.0,0.664732749,0.665228253,0.0,0.0,0.0,0
383,70.0,0.0,5000.0,7.0,0.0,0.104379124,0.09880443,0.0,0.0,0.0,0
384,44.0,0.0,4144.0,,,0.318697226,0.23410852699999998,0.0,0.0,0.0,0
385,63.0,0.0,5335.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
386,57.0,0.0,,10.0,1.0,0.186650714,0.009054098,0.0,0.0,0.0,0
387,45.0,2.0,,8.0,1.0,0.183035714,0.17705193800000002,0.0,0.0,,0
388,81.0,0.0,9900.0,9.0,0.0,0.005352995,0.02340615,0.0,0.0,0.0,0
389,53.0,2.0,2833.0,,2.0,0.825335215,0.008966368,,0.0,0.0,0
390,35.0,3.0,2500.0,15.0,2.0,0.446221511,0.005748274,0.0,0.0,0.0,0
391,,0.0,2000.0,5.0,0.0,0.380809595,0.425678514,0.0,0.0,0.0,0
392,76.0,,,6.0,0.0,0.211587825,0.902949572,3.0,0.0,0.0,1
393,63.0,6.0,6000.0,3.0,2.0,0.321279787,"0,188090595",0.0,0.0,0.0,0
394,64.0,0.0,2370.0,9.0,2.0,0.735554618,0.213456163,0.0,0.0,0.0,0
395,43.0,3.0,4317.0,9.0,,0.6025937929999999,0.601629885,,0.0,0.0,0
396,29.0,0.0,2534.0,3.0,0.0,0.140039448,0.105421041,0.0,,0.0,0
397,55.0,1.0,5099.0,11.0,1.0,0.361960784,0.189664611,0.0,0.0,0.0,0
398,37.0,3.0,5917.0,11.0,2.0,0.632308212,0.911663333,0.0,0.0,0.0,0
399,61.0,1.0,2000.0,,2.0,1.755122439,0.9999998999999999,0.0,0.0,0.0,0
400,52.0,2.0,11950.0,14.0,3.0,0.41343820600000003,0.448900116,4.0,1.0,3.0,1
401,46.0,1.0,6700.0,6.0,1.0,0.254588867,0.015803293,0.0,0.0,0.0,0
402,42.0,0.0,10000.0,9.0,2.0,0.24647535199999998,0.027141062999999997,0.0,0.0,0.0,0
403,41.0,2.0,0.0,4.0,,345.0,0.234026211,1.0,0.0,0.0,0
404,37.0,0.0,3000.0,10.0,1.0,0.68443852,0.112456869,1.0,,0.0,0
405,62.0,0.0,22000.0,10.0,,0.18644607100000002,0.043017722,0.0,0.0,0.0,0
406,45.0,2.0,,1.0,,0.076889183,"0,9999998999999999",0.0,0.0,0.0,0
407,55.0,,30000.0,13.0,2.0,0.20802639899999997,0.07330448099999999,0.0,0.0,0.0,0
408,46.0,2.0,3300.0,8.0,1.0,0.7437140259999999,0.713950057,1.0,0.0,0.0,1
409,57.0,5.0,12500.0,15.0,2.0,0.361971042,0.002079503,2.0,,0.0,0
410,33.0,1.0,12500.0,6.0,1.0,0.178385729,"0,029339601",0.0,0.0,0.0,0
411,53.0,1.0,13750.0,10.0,1.0,0.612246382,0.19705792600000002,0.0,0.0,0.0,0
412,41.0,1.0,5166.0,8.0,1.0,0.45829301299999997,0.13665176199999998,0.0,,0.0,0
413,54.0,3.0,10800.0,5.0,1.0,0.041570225,0.0,0.0,0.0,0.0,0
414,62.0,0.0,4300.0,13.0,1.0,0.41664729100000003,0.825490908,0.0,0.0,0.0,0
415,41.0,1.0,2187.0,12.0,1.0,1.157678245,0.5602851879999999,0.0,0.0,0.0,0
416,45.0,3.0,8500.0,12.0,1.0,0.28314316,0.088407443,0.0,0.0,0.0,0
417,36.0,1.0,6000.0,3.0,0.0,0.045825696,0.218828123,0.0,0.0,0.0,0
418,70.0,0.0,7500.0,9.0,0.0,0.0053326219999999995,0.03524973,0.0,0.0,0.0,0
419,34.0,2.0,6300.0,15.0,1.0,0.645770513,0.73069718,1.0,0.0,0.0,1
420,53.0,1.0,,20.0,1.0,0.275484678,0.4626639,0.0,0.0,0.0,0
421,63.0,0.0,4000.0,4.0,1.0,0.110722319,0.18259629100000002,0.0,0.0,,0
422,59.0,,45000.0,17.0,4.0,0.414101909,0.667907711,1.0,0.0,0.0,0
423,,0.0,10500.0,17.0,2.0,0.520617084,"0,0",0.0,0.0,0.0,0
424,33.0,0.0,6500.0,11.0,1.0,0.41716659,0.471543923,0.0,0.0,0.0,0
425,42.0,1.0,15100.0,8.0,,0.303688497,0.6962652490000001,0.0,0.0,0.0,0
426,35.0,0.0,3800.0,11.0,2.0,1.067613786,,0.0,0.0,0.0,0
427,58.0,2.0,2945.0,12.0,1.0,0.719959267,0.356705654,0.0,0.0,0.0,0
428,89.0,0.0,3289.0,13.0,1.0,0.593009119,,1.0,2.0,1.0,1
429,33.0,3.0,4000.0,10.0,0.0,0.301674581,,1.0,,0.0,1
430,31.0,1.0,4498.0,2.0,0.0,0.145143365,1.161676647,0.0,0.0,0.0,0
431,37.0,0.0,5000.0,10.0,,0.138972206,0.15145657,0.0,0.0,0.0,0
432,73.0,0.0,4750.0,17.0,3.0,2.296569143,0.02308986,0.0,0.0,0.0,0
433,65.0,0.0,6666.0,4.0,,,0.025647673,,0.0,0.0,0
434,61.0,2.0,13458.0,7.0,1.0,,0.097757169,0.0,0.0,0.0,0
435,,1.0,4800.0,15.0,1.0,0.458862737,0.06565873400000001,0.0,0.0,0.0,0
436,76.0,1.0,6666.0,16.0,,2.205789711,"0,44587700799999996",1.0,0.0,0.0,0
437,52.0,0.0,4800.0,6.0,1.0,0.340970631,"0,13664859",0.0,0.0,0.0,0
438,61.0,0.0,5000.0,6.0,2.0,0.312137572,0.02552982,0.0,0.0,0.0,0
439,33.0,0.0,5416.0,6.0,2.0,0.7461694659999999,0.14436101199999998,0.0,0.0,0.0,0
440,50.0,0.0,4339.0,3.0,0.0,,0.0,1.0,0.0,0.0,0
441,,0.0,3969.0,10.0,1.0,1.079596977,,0.0,0.0,0.0,0
442,47.0,1.0,400.0,,2.0,6.965087282000001,0.042673703,,0.0,0.0,0
443,27.0,1.0,1800.0,3.0,0.0,0.393114936,0.838258087,0.0,1.0,,0
444,52.0,0.0,7700.0,13.0,2.0,0.201662122,0.015490243,0.0,0.0,0.0,0
445,,0.0,6666.0,6.0,0.0,0.065846708,0.057802722,0.0,0.0,0.0,0
446,33.0,2.0,5833.0,8.0,2.0,0.559821735,0.433792513,0.0,0.0,,0
447,48.0,1.0,,,2.0,0.347664619,0.151843323,0.0,0.0,0.0,0
448,33.0,0.0,3900.0,12.0,0.0,0.140220456,0.06849513,5.0,1.0,,0
449,42.0,2.0,6000.0,6.0,0.0,0.19463422800000002,,0.0,0.0,0.0,0
450,61.0,3.0,8664.0,14.0,2.0,0.3084824,0.001075571,0.0,0.0,0.0,0
451,48.0,2.0,16472.0,10.0,1.0,0.197353245,0.36966634200000004,0.0,0.0,0.0,0
452,50.0,0.0,5328.0,,2.0,0.517733158,0.269197443,0.0,0.0,0.0,0
453,45.0,2.0,2600.0,8.0,1.0,0.8081507109999999,0.45987781200000005,0.0,0.0,0.0,0
454,82.0,0.0,2500.0,11.0,,1.463814474,0.0,0.0,1.0,0.0,0
455,59.0,0.0,5000.0,8.0,0.0,0.102579484,0.112591552,0.0,0.0,0.0,0
456,70.0,1.0,7338.0,7.0,1.0,0.363946042,0.097371582,0.0,0.0,0.0,0
457,67.0,0.0,2916.0,16.0,1.0,0.551936921,0.017911404,0.0,0.0,0.0,0
458,35.0,4.0,,21.0,1.0,0.46158714100000003,0.430618385,1.0,3.0,0.0,0
459,42.0,1.0,2416.0,4.0,0.0,0.092676872,0.9999998999999999,0.0,1.0,0.0,0
460,76.0,0.0,3780.0,14.0,1.0,0.105527638,"0,011909595",0.0,,0.0,0
461,40.0,1.0,7500.0,1.0,1.0,0.253166245,0.9999998999999999,1.0,0.0,0.0,0
462,39.0,1.0,10000.0,11.0,1.0,0.343465653,0.0,0.0,0.0,0.0,0
463,31.0,0.0,2575.0,7.0,0.0,0.143245342,0.48721611200000003,0.0,0.0,0.0,0
464,59.0,0.0,8200.0,5.0,1.0,0.248262407,0.9999998999999999,1.0,0.0,0.0,0
465,39.0,2.0,4550.0,1.0,0.0,,0.9999998999999999,1.0,,0.0,1
466,71.0,0.0,12500.0,28.0,3.0,0.184145268,0.055889445999999995,,0.0,0.0,0
467,26.0,2.0,1800.0,5.0,0.0,0.722931705,0.937012373,0.0,0.0,0.0,0
468,58.0,0.0,4700.0,8.0,0.0,0.080833865,0.371739754,0.0,0.0,0.0,0
469,,3.0,1906.0,6.0,0.0,0.321971683,"0,121546961",0.0,0.0,0.0,0
470,50.0,3.0,3967.0,8.0,1.0,0.529485887,0.546902868,0.0,0.0,0.0,0
471,33.0,1.0,1508.0,7.0,1.0,1.2166998009999999,0.055408019,0.0,0.0,0.0,0
472,,4.0,3750.0,5.0,0.0,0.502532658,1.009080706,3.0,0.0,0.0,1
473,41.0,0.0,,9.0,0.0,0.37587470799999995,,0.0,0.0,0.0,0
474,58.0,0.0,2759.0,0.0,0.0,0.031521739,0.9999998999999999,0.0,0.0,0.0,1
475,29.0,0.0,2300.0,7.0,0.0,0.36375488899999997,1.416131335,4.0,3.0,0.0,1
476,41.0,3.0,7856.0,4.0,1.0,0.140384371,0.0,0.0,,0.0,0
477,68.0,0.0,4100.0,2.0,0.0,0.003901487,0.012444168,0.0,0.0,0.0,0
478,38.0,3.0,9583.0,14.0,2.0,,,,0.0,0.0,0
479,44.0,0.0,8208.0,,2.0,0.487391887,0.9349266270000001,0.0,0.0,1.0,0
480,53.0,0.0,6400.0,20.0,0.0,0.09748476800000001,0.029325925,0.0,0.0,0.0,0
481,42.0,0.0,7963.0,11.0,0.0,0.169763938,,0.0,0.0,0.0,0
482,59.0,1.0,3900.0,15.0,4.0,1.02999231,,1.0,0.0,0.0,1
483,36.0,2.0,6430.0,9.0,0.0,0.072461515,,1.0,0.0,2.0,1
484,55.0,0.0,13750.0,12.0,2.0,0.258890263,0.475672809,0.0,0.0,0.0,0
485,,0.0,15400.0,13.0,6.0,0.794688657,0.9751183790000001,0.0,0.0,0.0,0
486,46.0,1.0,4300.0,10.0,1.0,0.686119507,,0.0,0.0,0.0,0
487,66.0,0.0,6250.0,10.0,2.0,0.376579747,,0.0,0.0,0.0,0
488,45.0,,8040.0,9.0,1.0,0.6460639220000001,"0,553616903",0.0,0.0,0.0,0
489,47.0,0.0,3932.0,20.0,2.0,0.721078057,,0.0,0.0,0.0,0
490,48.0,4.0,8890.0,12.0,0.0,0.189405016,0.408277646,0.0,0.0,0.0,0
491,56.0,0.0,3400.0,8.0,1.0,,0.7021366170000001,0.0,0.0,0.0,0
492,88.0,0.0,3333.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
493,50.0,0.0,7400.0,11.0,3.0,0.6601810570000001,0.383948743,0.0,0.0,0.0,0
494,63.0,1.0,,7.0,1.0,0.664736842,"0,41145659700000004",0.0,0.0,0.0,0
495,73.0,0.0,6400.0,10.0,2.0,0.284018122,0.007036837,0.0,0.0,,0
496,39.0,0.0,,13.0,2.0,0.22069630199999998,0.160903748,1.0,0.0,0.0,0
497,48.0,0.0,6250.0,5.0,0.0,0.002239642,"0,00960377",0.0,0.0,0.0,0
498,58.0,0.0,21258.0,,3.0,0.501669881,,0.0,0.0,0.0,0
499,56.0,,5800.0,13.0,2.0,0.39217376299999995,,3.0,1.0,0.0,1
500,58.0,0.0,4000.0,3.0,0.0,,0.019260837,0.0,0.0,0.0,0
501,,0.0,6300.0,14.0,1.0,0.27122678899999997,0.015489826000000002,0.0,0.0,0.0,0
502,46.0,1.0,7500.0,6.0,0.0,0.065057992,0.643801133,2.0,0.0,0.0,0
503,,3.0,5250.0,6.0,2.0,0.303180347,0.17739855300000001,0.0,0.0,0.0,0
504,74.0,0.0,3650.0,14.0,1.0,,0.010231364,0.0,0.0,,0
505,43.0,2.0,5924.0,15.0,3.0,0.7942616029999999,0.09135831300000001,1.0,0.0,0.0,0
506,36.0,1.0,14000.0,6.0,1.0,0.279551461,0.9999998999999999,1.0,1.0,0.0,0
507,31.0,2.0,5949.0,14.0,0.0,0.075966387,0.097431257,0.0,0.0,0.0,0
508,54.0,,9675.0,5.0,1.0,0.17393551100000001,0.8895215609999999,0.0,0.0,,1
509,51.0,3.0,2000.0,7.0,0.0,0.229885057,0.230330056,0.0,0.0,0.0,1
510,50.0,0.0,5916.0,10.0,1.0,0.631908062,0.739048167,0.0,0.0,0.0,0
511,,3.0,8890.0,7.0,1.0,0.14891463300000002,"0,214315187",0.0,0.0,0.0,0
512,59.0,1.0,,7.0,2.0,0.38246812799999996,0.5474989060000001,0.0,,0.0,0
513,35.0,5.0,8000.0,3.0,0.0,0.065366829,0.9999998999999999,0.0,1.0,0.0,1
514,66.0,0.0,8900.0,9.0,1.0,0.28446242,,0.0,0.0,,0
515,71.0,0.0,14000.0,4.0,0.0,0.004856796,0.091516339,0.0,0.0,0.0,0
516,64.0,0.0,4969.0,,2.0,0.487323944,,,0.0,0.0,0
517,61.0,0.0,,13.0,0.0,0.028492877000000003,0.010871331000000001,0.0,0.0,0.0,0
518,54.0,0.0,16666.0,8.0,,0.45287094299999997,0.076110335,1.0,0.0,0.0,0
519,62.0,0.0,5400.0,9.0,1.0,0.343269765,0.15437343,0.0,0.0,0.0,0
520,59.0,0.0,,16.0,1.0,0.71914043,0.055326817,0.0,0.0,0.0,0
521,74.0,0.0,800.0,9.0,0.0,0.004993758,0.005416516,0.0,,0.0,0
522,59.0,0.0,10088.0,7.0,3.0,0.38408167299999996,"0,254924836",0.0,0.0,0.0,0
523,37.0,2.0,5000.0,6.0,0.0,0.203559288,0.010237608,0.0,0.0,0.0,0
524,59.0,3.0,13000.0,,1.0,0.182216753,0.055649754,1.0,0.0,0.0,0
525,36.0,,5520.0,6.0,0.0,0.003260279,0.012732421,0.0,0.0,0.0,0
526,68.0,0.0,4000.0,7.0,1.0,0.269682579,0.01392272,0.0,0.0,0.0,0
527,75.0,0.0,3050.0,10.0,1.0,0.5657161589999999,0.15749606300000002,,0.0,0.0,0
528,53.0,0.0,3700.0,7.0,3.0,0.6927857340000001,0.22172949,0.0,0.0,0.0,0
529,48.0,4.0,18649.0,9.0,1.0,0.152171582,0.10017799599999999,0.0,0.0,0.0,0
530,52.0,2.0,14500.0,,1.0,0.22922557100000002,0.541748608,0.0,0.0,,0
531,65.0,0.0,4322.0,,1.0,0.239417071,0.0,0.0,0.0,0.0,0
532,47.0,0.0,10000.0,4.0,0.0,0.09259074099999999,0.889577288,0.0,0.0,0.0,0
533,30.0,1.0,983.0,2.0,0.0,0.10569105699999999,0.9999998999999999,0.0,0.0,0.0,1
534,63.0,1.0,11084.0,17.0,3.0,0.43734776700000005,0.20254851100000001,0.0,0.0,0.0,0
535,47.0,5.0,,11.0,2.0,0.7506807870000001,,0.0,0.0,0.0,0
536,44.0,,3833.0,20.0,0.0,0.35054773100000003,0.915314538,0.0,0.0,0.0,1
537,,2.0,6948.0,8.0,0.0,0.189523672,0.99380124,3.0,0.0,,1
538,,0.0,14166.0,,,0.493400155,0.555159237,0.0,0.0,0.0,0
539,76.0,,8800.0,11.0,2.0,0.28405863,0.39979131,0.0,0.0,0.0,0
540,,0.0,9000.0,13.0,1.0,0.371958671,0.276317455,0.0,0.0,1.0,0
541,39.0,0.0,2600.0,11.0,0.0,0.617454825,,0.0,0.0,0.0,0
542,44.0,3.0,3437.0,,1.0,0.643106457,"0,970140845",0.0,0.0,0.0,0
543,50.0,,,15.0,2.0,0.37241097799999995,0.198036602,,0.0,0.0,0
544,76.0,1.0,4888.0,8.0,3.0,0.9991818370000001,0.024610402000000003,0.0,0.0,0.0,0
545,87.0,0.0,8078.0,3.0,0.0,,0.0008191860000000001,0.0,0.0,0.0,0
546,34.0,3.0,10416.0,6.0,2.0,0.167898627,0.763529598,0.0,0.0,0.0,0
547,65.0,0.0,2083.0,6.0,0.0,0.325335893,0.02731285,0.0,0.0,0.0,0
548,48.0,3.0,4600.0,8.0,2.0,0.419039339,0.491615415,0.0,0.0,,0
549,68.0,1.0,9000.0,14.0,0.0,0.064103988,0.061539803,0.0,0.0,0.0,0
550,67.0,0.0,5000.0,13.0,,0.16256748699999998,,0.0,0.0,0.0,0
551,55.0,0.0,9000.0,6.0,0.0,0.124763915,0.17901493,,0.0,0.0,0
552,54.0,0.0,,6.0,1.0,0.436071018,0.0052940140000000005,0.0,0.0,0.0,0
553,56.0,0.0,4750.0,9.0,2.0,0.613134077,,0.0,,0.0,0
554,55.0,0.0,3806.0,,,0.535066982,0.180574235,0.0,0.0,0.0,0
555,72.0,0.0,8333.0,13.0,1.0,0.30285577199999997,0.0,0.0,,,0
556,39.0,3.0,9993.0,3.0,0.0,0.060936562,,0.0,0.0,0.0,0
557,46.0,1.0,4666.0,,1.0,0.585386758,0.102847757,1.0,0.0,0.0,0
558,46.0,1.0,4000.0,9.0,1.0,0.84503874,0.46239978299999995,1.0,0.0,0.0,0
559,28.0,0.0,8767.0,2.0,0.0,0.131044708,0.9999998999999999,0.0,0.0,0.0,0
560,48.0,3.0,11618.0,8.0,2.0,,0.818444541,0.0,0.0,0.0,0
561,64.0,1.0,5242.0,6.0,1.0,0.41445737200000005,0.9999998999999999,0.0,0.0,0.0,0
562,34.0,0.0,2027.0,3.0,0.0,0.132149901,0.391093608,0.0,0.0,0.0,0
563,56.0,1.0,7800.0,9.0,2.0,0.264325087,,0.0,0.0,0.0,0
564,43.0,0.0,7083.0,8.0,1.0,0.212874082,,0.0,,0.0,0
565,68.0,1.0,20000.0,9.0,1.0,0.10534473300000001,0.0,0.0,0.0,0.0,0
566,49.0,2.0,8500.0,6.0,2.0,0.305375838,0.316872259,,0.0,0.0,0
567,35.0,0.0,6863.0,4.0,2.0,0.385343823,0.8725239490000001,0.0,0.0,0.0,0
568,36.0,0.0,8977.0,6.0,1.0,0.17164179100000002,0.0,0.0,0.0,0.0,0
569,23.0,0.0,1100.0,3.0,0.0,0.32425068100000004,0.9999998999999999,0.0,0.0,0.0,0
570,,3.0,4900.0,10.0,2.0,0.553560498,"0,622759431",1.0,0.0,0.0,1
571,84.0,0.0,3015.0,5.0,0.0,0.19131299699999998,0.83908046,1.0,,0.0,0
572,68.0,0.0,5405.0,15.0,1.0,0.294487606,0.007441114,0.0,0.0,0.0,0
573,,1.0,14833.0,15.0,3.0,0.6927329109999999,0.6355950920000001,0.0,0.0,0.0,0
574,66.0,1.0,5796.0,8.0,1.0,0.13196480900000002,0.146681151,0.0,0.0,0.0,0
575,32.0,0.0,1600.0,9.0,0.0,0.226733292,0.0,0.0,0.0,0.0,0
576,33.0,0.0,3350.0,7.0,0.0,0.22829006300000002,,0.0,0.0,0.0,0
